Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Bad Ragaz
Altitude [m asl]:         497 m
Coordinates:              47° 1.0' N / 9° 30.2' E

Reference date of homogenization:
         Temperature:     01.12.2009

Last inhomogeneity provisionally corrected:
         Temperature:     no

Units:
         Temperature:     °C

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            7.07.2021


Year  Month        Temperature  
1978     10                8.0  
1978     11                2.1  
1978     12                2.6  
1979      1               -2.0  
1979      2                3.5  
1979      3                6.2  
1979      4                7.3  
1979      5               13.6  
1979      6               16.8  
1979      7               17.5  
1979      8               16.1  
1979      9               14.1  
1979     10               12.0  
1979     11                3.7  
1979     12                3.6  
1980      1               -1.7  
1980      2                4.0  
1980      3                5.6  
1980      4                6.2  
1980      5               11.7  
1980      6               14.6  
1980      7               15.8  
1980      8               18.8  
1980      9               15.8  
1980     10               10.1  
1980     11                3.9  
1980     12               -1.2  
1981      1               -3.0  
1981      2               -2.1  
1981      3                8.1  
1981      4               10.5  
1981      5               13.3  
1981      6               16.6  
1981      7               16.8  
1981      8               18.2  
1981      9               15.4  
1981     10               10.2  
1981     11                4.6  
1981     12                1.1  
1982      1                0.6  
1982      2                1.1  
1982      3                5.1  
1982      4                8.0  
1982      5               14.0  
1982      6               17.5  
1982      7               20.0  
1982      8               17.5  
1982      9               17.0  
1982     10               10.1  
1982     11                6.8  
1982     12                2.8  
1983      1                2.8  
1983      2               -1.5  
1983      3                6.3  
1983      4               10.7  
1983      5               11.6  
1983      6               17.5  
1983      7               22.5  
1983      8               18.4  
1983      9               15.0  
1983     10               10.5  
1983     11                3.3  
1983     12                1.5  
1984      1                1.4  
1984      2               -0.9  
1984      3                3.4  
1984      4                8.2  
1984      5               11.5  
1984      6               15.8  
1984      7               18.2  
1984      8               17.7  
1984      9               13.2  
1984     10               11.1  
1984     11                8.0  
1984     12                2.5  
1985      1               -5.0  
1985      2               -0.2  
1985      3                4.5  
1985      4                9.0  
1985      5               13.8  
1985      6               14.9  
1985      7               19.7  
1985      8               17.8  
1985      9               16.0  
1985     10               10.3  
1985     11                1.7  
1985     12                4.9  
1986      1                0.9  
1986      2               -3.8  
1986      3                4.7  
1986      4                7.8  
1986      5               15.7  
1986      6               16.5  
1986      7               17.5  
1986      8               17.9  
1986      9               14.7  
1986     10               11.5  
1986     11                6.5  
1986     12                1.2  
1987      1               -5.0  
1987      2                0.6  
1987      3                1.6  
1987      4               10.7  
1987      5               10.5  
1987      6               14.8  
1987      7               18.6  
1987      8               17.6  
1987      9               17.3  
1987     10               12.2  
1987     11                5.6  
1987     12                3.0  
1988      1                5.5  
1988      2                2.2  
1988      3                3.0  
1988      4               10.5  
1988      5               15.2  
1988      6               15.9  
1988      7               18.6  
1988      8               18.5  
1988      9               14.9  
1988     10               12.9  
1988     11                2.5  
1988     12                1.5  
1989      1               -0.4  
1989      2                2.3  
1989      3                9.1  
1989      4                9.2  
1989      5               15.0  
1989      6               15.7  
1989      7               18.6  
1989      8               18.2  
1989      9               14.7  
1989     10               11.5  
1989     11                3.8  
1989     12                1.9  
1990      1                0.1  
1990      2                7.0  
1990      3                7.7  
1990      4                8.2  
1990      5               15.5  
1990      6               15.8  
1990      7               18.3  
1990      8               19.1  
1990      9               13.7  
1990     10               13.0  
1990     11                4.6  
1990     12               -1.1  
1991      1                0.9  
1991      2                0.4  
1991      3                9.0  
1991      4                8.2  
1991      5                9.9  
1991      6               15.2  
1991      7               20.0  
1991      8               19.8  
1991      9               17.2  
1991     10                9.4  
1991     11                4.6  
1991     12               -1.2  
1992      1               -0.6  
1992      2                2.0  
1992      3                6.6  
1992      4                9.0  
1992      5               15.9  
1992      6               16.7  
1992      7               19.7  
1992      8               21.7  
1992      9               15.9  
1992     10                9.1  
1992     11                6.8  
1992     12                1.5  
1993      1                3.5  
1993      2               -0.8  
1993      3                4.4  
1993      4               11.6  
1993      5               16.1  
1993      6               17.4  
1993      7               17.1  
1993      8               18.2  
1993      9               14.4  
1993     10                9.8  
1993     11                2.2  
1993     12                3.2  
1994      1                3.1  
1994      2                3.3  
1994      3                9.9  
1994      4                8.6  
1994      5               14.2  
1994      6               17.6  
1994      7               21.6  
1994      8               19.6  
1994      9               15.3  
1994     10               10.5  
1994     11                9.0  
1994     12                3.1  
1995      1                0.2  
1995      2                5.7  
1995      3                4.2  
1995      4                9.3  
1995      5               13.8  
1995      6               14.9  
1995      7               21.3  
1995      8               17.9  
1995      9               13.0  
1995     10               13.1  
1995     11                5.5  
1995     12                1.3  
1996      1                1.8  
1996      2                0.4  
1996      3                3.7  
1996      4               10.0  
1996      5               13.5  
1996      6               17.7  
1996      7               17.4  
1996      8               17.4  
1996      9               11.7  
1996     10               10.2  
1996     11                5.8  
1996     12                0.2  
1997      1               -0.6  
1997      2                4.2  
1997      3                7.8  
1997      4                7.8  
1997      5               14.2  
1997      6               16.4  
1997      7               17.1  
1997      8               19.7  
1997      9               15.7  
1997     10                9.8  
1997     11                5.8  
1997     12                3.9  
1998      1                2.4  
1998      2                4.0  
1998      3                5.6  
1998      4                9.9  
1998      5               15.2  
1998      6               17.9  
1998      7               19.0  
1998      8               19.0  
1998      9               14.4  
1998     10               10.2  
1998     11                2.2  
1998     12                1.4  
1999      1                2.9  
1999      2               -1.3  
1999      3                6.8  
1999      4                9.6  
1999      5               16.2  
1999      6               15.8  
1999      7               19.2  
1999      8               18.7  
1999      9               17.9  
1999     10               11.3  
1999     11                2.2  
1999     12                1.6  
2000      1               -1.2  
2000      2                3.7  
2000      3                6.1  
2000      4               11.6  
2000      5               16.2  
2000      6               18.9  
2000      7               16.7  
2000      8               19.9  
2000      9               16.1  
2000     10               11.6  
2000     11                7.0  
2000     12                5.2  
2001      1                3.1  
2001      2                3.9  
2001      3                8.6  
2001      4                7.7  
2001      5               16.7  
2001      6               15.7  
2001      7               19.2  
2001      8               20.1  
2001      9               12.2  
2001     10               14.6  
2001     11                2.6  
2001     12               -1.3  
2002      1               -0.1  
2002      2                5.7  
2002      3                8.4  
2002      4               10.0  
2002      5               14.7  
2002      6               19.9  
2002      7               19.0  
2002      8               18.4  
2002      9               13.9  
2002     10               11.4  
2002     11                7.6  
2002     12                3.9  
2003      1                0.0  
2003      2               -2.5  
2003      3                8.2  
2003      4               10.5  
2003      5               16.0  
2003      6               22.8  
2003      7               20.1  
2003      8               22.9  
2003      9               15.6  
2003     10                7.6  
2003     11                7.5  
2003     12                3.0  
2004      1                0.8  
2004      2                1.9  
2004      3                5.5  
2004      4               10.5  
2004      5               12.7  
2004      6               16.9  
2004      7               19.0  
2004      8               19.4  
2004      9               15.7  
2004     10               13.3  
2004     11                4.0  
2004     12               -0.2  
2005      1               -0.6  
2005      2               -1.5  
2005      3                5.7  
2005      4               10.6  
2005      5               14.7  
2005      6               18.7  
2005      7               18.6  
2005      8               16.8  
2005      9               16.7  
2005     10               12.1  
2005     11                4.3  
2005     12               -1.2  
2006      1               -3.1  
2006      2                0.6  
2006      3                3.4  
2006      4                9.9  
2006      5               14.4  
2006      6               18.3  
2006      7               23.0  
2006      8               15.3  
2006      9               18.0  
2006     10               14.5  
2006     11                8.7  
2006     12                2.6  
2007      1                3.7  
2007      2                5.4  
2007      3                6.7  
2007      4               14.8  
2007      5               15.7  
2007      6               18.1  
2007      7               19.0  
2007      8               17.9  
2007      9               13.8  
2007     10               10.1  
2007     11                3.7  
2007     12                0.1  
2008      1                3.9  
2008      2                4.4  
2008      3                4.7  
2008      4                9.3  
2008      5               17.0  
2008      6               18.4  
2008      7               18.8  
2008      8               18.8  
2008      9               13.8  
2008     10               11.3  
2008     11                6.3  
2008     12                1.3  
2009      1               -1.7  
2009      2                1.6  
2009      3                4.8  
2009      4               12.9  
2009      5               16.8  
2009      6               17.0  
2009      7               19.4  
2009      8               20.7  
2009      9               16.5  
2009     10               10.8  
2009     11                8.3  
2009     12                1.7  
2010      1               -1.5  
2010      2                1.9  
2010      3                5.4  
2010      4               10.6  
2010      5               12.5  
2010      6               17.7  
2010      7               20.9  
2010      8               17.7  
2010      9               14.3  
2010     10               10.7  
2010     11                6.4  
2010     12                0.7  
2011      1                1.7  
2011      2                2.9  
2011      3                7.8  
2011      4               13.3  
2011      5               16.2  
2011      6               17.5  
2011      7               17.1  
2011      8               20.6  
2011      9               17.3  
2011     10               10.7  
2011     11                6.3  
2011     12                3.1  
2012      1                1.0  
2012      2               -3.0  
2012      3                8.7  
2012      4               10.0  
2012      5               15.0  
2012      6               18.1  
2012      7               18.6  
2012      8               19.9  
2012      9               15.0  
2012     10               10.9  
2012     11                6.5  
2012     12                2.4  
2013      1                1.3  
2013      2               -0.7  
2013      3                4.7  
2013      4               10.1  
2013      5               12.0  
2013      6               16.6  
2013      7               20.8  
2013      8               19.1  
2013      9               15.0  
2013     10               12.5  
2013     11                4.3  
2013     12                2.8  
2014      1                4.4  
2014      2                5.7  
2014      3                8.1  
2014      4               11.6  
2014      5               13.2  
2014      6               18.0  
2014      7               18.2  
2014      8               16.7  
2014      9               15.5  
2014     10               12.9  
2014     11                8.8  
2014     12                3.5  
2015      1                2.3  
2015      2                0.0  
2015      3                6.9  
2015      4               10.6  
2015      5               14.2  
2015      6               18.3  
2015      7               22.2  
2015      8               20.8  
2015      9               13.7  
2015     10               10.0  
2015     11                7.1  
2015     12                4.2  
2016      1                2.5  
2016      2                4.7  
2016      3                5.9  
2016      4               10.5  
2016      5               13.7  
2016      6               16.9  
2016      7               19.4  
2016      8               19.0  
2016      9               16.9  
2016     10                9.9  
2016     11                6.7  
2016     12                1.0  
2017      1               -3.4  
2017      2                5.2  
2017      3                9.1  
2017      4                9.3  
2017      5               15.6  
2017      6               20.5  
2017      7               19.4  
2017      8               19.9  
2017      9               12.9  
2017     10               11.3  
2017     11                5.0  
2017     12                1.3  
2018      1                4.7  
2018      2               -0.3  
2018      3                5.4  
2018      4               14.7  
2018      5               16.2  
2018      6               19.0  
2018      7               21.3  
2018      8               20.8  
2018      9               16.9  
2018     10               12.8  
2018     11                7.6  
2018     12                3.4  
2019      1               -0.2  
2019      2                4.7  
2019      3                7.4  
2019      4               10.8  
2019      5               11.4  
2019      6               20.8  
2019      7               20.5  
2019      8               19.3  
2019      9               15.2  
2019     10               13.0  
2019     11                6.8  
2019     12                4.8  
2020      1                2.4  
2020      2                6.0  
2020      3                6.6  
2020      4               13.3  
2020      5               14.3  
2020      6               16.6  
2020      7               19.6  
2020      8               19.4  
2020      9               16.2  
2020     10               10.4  
2020     11                6.2  
2020     12                3.0  
2021      1                0.1  
2021      2                5.8  
2021      3                6.1  
2021      4                8.8  
2021      5               11.8  
2021      6               19.8  
