Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Sargans
Altitude [m asl]:         585 m
Coordinates:              47° 3.2' N / 9° 26.4' E

Reference date of homogenization:
         Precipitation:   01.12.2019

Last inhomogeneity provisionally corrected:
         Precipitation:   no

Units:
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            7.07.2021


Year  Month      Precipitation  
1994     11               95.6  
1994     12              134.7  
1995      1              240.2  
1995      2               94.1  
1995      3              181.7  
1995      4              156.6  
1995      5              141.8  
1995      6              138.5  
1995      7              122.1  
1995      8              277.4  
1995      9               87.3  
1995     10                6.5  
1995     11              126.5  
1995     12              146.9  
1996      1                3.8  
1996      2               44.3  
1996      3               94.8  
1996      4               74.1  
1996      5              208.9  
1996      6               99.6  
1996      7              173.2  
1996      8              199.9  
1996      9              103.2  
1996     10              135.1  
1996     11              179.4  
1996     12               32.4  
1997      1                4.1  
1997      2              107.6  
1997      3              131.1  
1997      4              164.4  
1997      5               75.8  
1997      6              192.7  
1997      7              241.3  
1997      8              159.3  
1997      9               40.2  
1997     10              105.8  
1997     11               57.8  
1997     12              147.2  
1998      1              108.8  
1998      2               20.8  
1998      3              130.7  
1998      4              104.0  
1998      5               51.3  
1998      6              155.1  
1998      7              150.0  
1998      8              112.6  
1998      9              198.4  
1998     10              165.9  
1998     11               98.8  
1998     12               61.2  
1999      1              165.3  
1999      2              289.2  
1999      3               77.6  
1999      4              130.2  
1999      5              251.2  
1999      6              270.2  
1999      7               93.3  
1999      8              197.0  
1999      9              187.8  
1999     10               52.1  
1999     11              146.3  
1999     12              224.5  
2000      1               87.1  
2000      2              179.3  
2000      3              237.7  
2000      4               77.6  
2000      5              108.4  
2000      6               67.9  
2000      7              279.2  
2000      8              216.6  
2000      9              117.6  
2000     10               84.8  
2000     11              188.1  
2000     12               24.3  
2001      1               71.6  
2001      2              132.5  
2001      3              182.8  
2001      4              227.0  
2001      5               62.8  
2001      6              228.6  
2001      7              118.4  
2001      8              167.9  
2001      9              189.0  
2001     10               48.0  
2001     11              150.6  
2001     12              101.3  
2002      1               25.4  
2002      2              132.0  
2002      3              161.2  
2002      4               60.5  
2002      5              187.9  
2002      6              101.3  
2002      7              153.5  
2002      8              215.4  
2002      9              218.7  
2002     10              144.5  
2002     11              361.9  
2002     12              129.6  
2003      1              107.0  
2003      2               66.0  
2003      3               46.1  
2003      4               60.4  
2003      5               89.6  
2003      6               43.4  
2003      7              106.4  
2003      8               99.1  
2003      9               40.7  
2003     10              222.9  
2003     11               47.0  
2003     12              110.1  
2004      1              204.2  
2004      2               73.0  
2004      3              113.1  
2004      4               70.1  
2004      5               88.2  
2004      6              206.7  
2004      7              131.4  
2004      8              154.2  
2004      9               88.7  
2004     10              105.6  
2004     11               73.9  
2004     12               53.4  
2005      1              125.3  
2005      2              126.3  
2005      3               36.8  
2005      4               88.7  
2005      5              124.8  
2005      6               78.9  
2005      7              158.1  
2005      8              238.3  
2005      9               50.1  
2005     10               56.7  
2005     11               29.6  
2005     12              127.4  
2006      1               56.5  
2006      2               57.1  
2006      3              158.7  
2006      4              151.5  
2006      5              176.4  
2006      6               84.8  
2006      7               85.3  
2006      8              245.0  
2006      9              149.6  
2006     10               48.8  
2006     11               50.9  
2006     12               84.6  
2007      1               88.0  
2007      2               54.7  
2007      3               93.8  
2007      4               24.2  
2007      5              152.5  
2007      6              126.1  
2007      7              193.5  
2007      8              199.9  
2007      9              129.7  
2007     10               28.7  
2007     11              142.5  
2007     12               85.6  
2008      1               90.9  
2008      2               29.3  
2008      3              170.6  
2008      4              143.5  
2008      5               29.1  
2008      6              111.0  
2008      7              208.5  
2008      8              183.8  
2008      9              144.9  
2008     10               95.8  
2008     11              103.5  
2008     12              116.0  
2009      1               40.3  
2009      2               98.1  
2009      3              151.0  
2009      4               40.9  
2009      5               58.3  
2009      6              165.8  
2009      7              210.2  
2009      8              165.6  
2009      9               54.4  
2009     10              109.6  
2009     11              134.1  
2009     12               69.0  
2010      1               51.6  
2010      2               25.3  
2010      3               94.3  
2010      4               34.9  
2010      5              197.6  
2010      6              123.9  
2010      7              278.1  
2010      8              278.7  
2010      9              110.8  
2010     10               72.9  
2010     11              111.2  
2010     12               87.0  
2011      1               54.0  
2011      2               56.9  
2011      3               41.0  
2011      4               37.1  
2011      5              115.1  
2011      6              137.1  
2011      7              153.6  
2011      8              135.7  
2011      9              114.2  
2011     10              153.9  
2011     11                0.0  
2011     12              274.7  
2012      1              232.8  
2012      2               50.4  
2012      3               35.7  
2012      4              108.7  
2012      5              101.7  
2012      6              196.2  
2012      7              111.6  
2012      8              181.2  
2012      9              123.9  
2012     10              172.8  
2012     11              100.9  
2012     12              169.5  
2013      1               78.0  
2013      2              115.2  
2013      3               46.9  
2013      4              107.0  
2013      5              180.6  
2013      6              165.6  
2013      7              102.5  
2013      8              136.1  
2013      9              147.4  
2013     10              138.3  
2013     11              142.0  
2013     12               49.3  
2014      1               61.8  
2014      2               65.9  
2014      3               70.4  
2014      4               85.5  
2014      5              148.5  
2014      6              163.3  
2014      7              237.7  
2014      8              153.1  
2014      9              119.4  
2014     10              130.7  
2014     11              132.5  
2014     12              101.4  
2015      1              150.6  
2015      2               40.7  
2015      3              142.0  
2015      4               90.3  
2015      5              194.3  
2015      6              191.0  
2015      7               61.4  
2015      8              118.4  
2015      9              117.1  
2015     10              105.6  
2015     11               89.1  
2015     12               21.4  
2016      1              183.4  
2016      2               99.5  
2016      3               74.8  
2016      4              169.7  
2016      5              201.9  
2016      6              266.9  
2016      7              165.7  
2016      8              129.8  
2016      9               97.0  
2016     10               45.3  
2016     11               91.1  
2016     12                6.5  
2017      1              175.2  
2017      2               71.2  
2017      3              174.6  
2017      4              163.8  
2017      5               68.2  
2017      6              125.8  
2017      7              120.4  
2017      8              203.5  
2017      9              162.5  
2017     10               99.7  
2017     11              120.2  
2017     12              164.8  
2018      1              265.2  
2018      2               52.1  
2018      3              124.6  
2018      4               16.6  
2018      5               88.5  
2018      6               69.3  
2018      7               51.5  
2018      8              117.2  
2018      9               95.6  
2018     10              102.3  
2018     11               12.7  
2018     12              291.4  
2019      1              258.0  
2019      2               80.1  
2019      3              129.5  
2019      4              119.2  
2019      5              197.9  
2019      6               83.9  
2019      7               97.2  
2019      8              230.9  
2019      9              140.7  
2019     10              141.6  
2019     11               91.4  
2019     12              107.9  
2020      1               68.5  
2020      2              213.4  
2020      3               74.0  
2020      4               39.7  
2020      5              104.1  
2020      6              200.7  
2020      7              125.1  
2020      8              239.4  
2020      9              103.5  
2020     10              135.0  
2020     11               14.5  
2020     12              106.2  
2021      1              244.0  
2021      2               57.3  
2021      3              122.7  
2021      4               61.2  
2021      5              105.8  
2021      6              116.2  
